ticker,i,date,swing_pnl,day1_pnl,early_version
GODREJCP,662,2024-05-07,1.8215987453235938,3.341559916950687,False
GODREJCP,663,2024-05-08,-6.102822836051214,-1.0871568085498273,False
GODREJCP,681,2024-06-04,4.683944976623322,1.2530817672147032,False
GODREJCP,682,2024-06-05,-0.1750217318541747,4.589019081236478,False
GODREJCP,880,2025-03-21,11.900894774632476,0.520305085200512,False
GODREJCP,882,2025-03-25,10.318064885102295,0.33717912016359985,False
GODREJCP,884,2025-03-27,8.54538845647761,-7.906568800263369,False
GODREJCP,885,2025-03-28,7.49296782054405,-0.4369499310512448,True
GODREJCP,952,2025-07-08,-5.293099535068835,-0.48969121027313545,False
GODREJCP,953,2025-07-09,-5.573538269189338,0.12340792139149404,False
GODREJCP,970,2025-08-01,-1.9047672223099332,-1.2672241259981898,False
GODREJCP,1144,2026-04-21,-8.448827292110872,-0.5330512094938178,False
GODREJCP,1145,2026-04-22,-9.076829840005352,0.2240258574302212,False
GODREJCP,1193,2026-07-02,0.797445841218547,2.7398890713894675,False
GODREJCP,1194,2026-07-03,-2.5396225099872383,0.7259210491401324,False
GODREJCP,1195,2026-07-06,-2.7439089330883015,-0.3072959656938212,False
GODREJIND,863,2025-02-21,12.392760229121148,,False
GODREJPROP,143,2022-03-28,-4.384276620503968,-0.6613545222764583,False
